@relation SortedImagesALP-Yes-weka.filters.unsupervised.attribute.Remove-R1

@attribute CEDD0 numeric
@attribute CEDD1 numeric
@attribute CEDD2 numeric
@attribute CEDD3 numeric
@attribute CEDD4 numeric
@attribute CEDD5 numeric
@attribute CEDD6 numeric
@attribute CEDD7 numeric
@attribute CEDD8 numeric
@attribute CEDD9 numeric
@attribute CEDD10 numeric
@attribute CEDD11 numeric
@attribute CEDD12 numeric
@attribute CEDD13 numeric
@attribute CEDD14 numeric
@attribute CEDD15 numeric
@attribute CEDD16 numeric
@attribute CEDD17 numeric
@attribute CEDD18 numeric
@attribute CEDD19 numeric
@attribute CEDD20 numeric
@attribute CEDD21 numeric
@attribute CEDD22 numeric
@attribute CEDD23 numeric
@attribute CEDD24 numeric
@attribute CEDD25 numeric
@attribute CEDD26 numeric
@attribute CEDD27 numeric
@attribute CEDD28 numeric
@attribute CEDD29 numeric
@attribute CEDD30 numeric
@attribute CEDD31 numeric
@attribute CEDD32 numeric
@attribute CEDD33 numeric
@attribute CEDD34 numeric
@attribute CEDD35 numeric
@attribute CEDD36 numeric
@attribute CEDD37 numeric
@attribute CEDD38 numeric
@attribute CEDD39 numeric
@attribute CEDD40 numeric
@attribute CEDD41 numeric
@attribute CEDD42 numeric
@attribute CEDD43 numeric
@attribute CEDD44 numeric
@attribute CEDD45 numeric
@attribute CEDD46 numeric
@attribute CEDD47 numeric
@attribute CEDD48 numeric
@attribute CEDD49 numeric
@attribute CEDD50 numeric
@attribute CEDD51 numeric
@attribute CEDD52 numeric
@attribute CEDD53 numeric
@attribute CEDD54 numeric
@attribute CEDD55 numeric
@attribute CEDD56 numeric
@attribute CEDD57 numeric
@attribute CEDD58 numeric
@attribute CEDD59 numeric
@attribute CEDD60 numeric
@attribute CEDD61 numeric
@attribute CEDD62 numeric
@attribute CEDD63 numeric
@attribute CEDD64 numeric
@attribute CEDD65 numeric
@attribute CEDD66 numeric
@attribute CEDD67 numeric
@attribute CEDD68 numeric
@attribute CEDD69 numeric
@attribute CEDD70 numeric
@attribute CEDD71 numeric
@attribute CEDD72 numeric
@attribute CEDD73 numeric
@attribute CEDD74 numeric
@attribute CEDD75 numeric
@attribute CEDD76 numeric
@attribute CEDD77 numeric
@attribute CEDD78 numeric
@attribute CEDD79 numeric
@attribute CEDD80 numeric
@attribute CEDD81 numeric
@attribute CEDD82 numeric
@attribute CEDD83 numeric
@attribute CEDD84 numeric
@attribute CEDD85 numeric
@attribute CEDD86 numeric
@attribute CEDD87 numeric
@attribute CEDD88 numeric
@attribute CEDD89 numeric
@attribute CEDD90 numeric
@attribute CEDD91 numeric
@attribute CEDD92 numeric
@attribute CEDD93 numeric
@attribute CEDD94 numeric
@attribute CEDD95 numeric
@attribute CEDD96 numeric
@attribute CEDD97 numeric
@attribute CEDD98 numeric
@attribute CEDD99 numeric
@attribute CEDD100 numeric
@attribute CEDD101 numeric
@attribute CEDD102 numeric
@attribute CEDD103 numeric
@attribute CEDD104 numeric
@attribute CEDD105 numeric
@attribute CEDD106 numeric
@attribute CEDD107 numeric
@attribute CEDD108 numeric
@attribute CEDD109 numeric
@attribute CEDD110 numeric
@attribute CEDD111 numeric
@attribute CEDD112 numeric
@attribute CEDD113 numeric
@attribute CEDD114 numeric
@attribute CEDD115 numeric
@attribute CEDD116 numeric
@attribute CEDD117 numeric
@attribute CEDD118 numeric
@attribute CEDD119 numeric
@attribute CEDD120 numeric
@attribute CEDD121 numeric
@attribute CEDD122 numeric
@attribute CEDD123 numeric
@attribute CEDD124 numeric
@attribute CEDD125 numeric
@attribute CEDD126 numeric
@attribute CEDD127 numeric
@attribute CEDD128 numeric
@attribute CEDD129 numeric
@attribute CEDD130 numeric
@attribute CEDD131 numeric
@attribute CEDD132 numeric
@attribute CEDD133 numeric
@attribute CEDD134 numeric
@attribute CEDD135 numeric
@attribute CEDD136 numeric
@attribute CEDD137 numeric
@attribute CEDD138 numeric
@attribute CEDD139 numeric
@attribute CEDD140 numeric
@attribute CEDD141 numeric
@attribute CEDD142 numeric
@attribute CEDD143 numeric
@attribute PHOG0 numeric
@attribute PHOG1 numeric
@attribute PHOG2 numeric
@attribute PHOG3 numeric
@attribute PHOG4 numeric
@attribute PHOG5 numeric
@attribute PHOG6 numeric
@attribute PHOG7 numeric
@attribute PHOG8 numeric
@attribute PHOG9 numeric
@attribute PHOG10 numeric
@attribute PHOG11 numeric
@attribute PHOG12 numeric
@attribute PHOG13 numeric
@attribute PHOG14 numeric
@attribute PHOG15 numeric
@attribute PHOG16 numeric
@attribute PHOG17 numeric
@attribute PHOG18 numeric
@attribute PHOG19 numeric
@attribute PHOG20 numeric
@attribute PHOG21 numeric
@attribute PHOG22 numeric
@attribute PHOG23 numeric
@attribute PHOG24 numeric
@attribute PHOG25 numeric
@attribute PHOG26 numeric
@attribute PHOG27 numeric
@attribute PHOG28 numeric
@attribute PHOG29 numeric
@attribute PHOG30 numeric
@attribute PHOG31 numeric
@attribute PHOG32 numeric
@attribute PHOG33 numeric
@attribute PHOG34 numeric
@attribute PHOG35 numeric
@attribute PHOG36 numeric
@attribute PHOG37 numeric
@attribute PHOG38 numeric
@attribute PHOG39 numeric
@attribute ColorHistogram0 numeric
@attribute ColorHistogram1 numeric
@attribute ColorHistogram2 numeric
@attribute ColorHistogram3 numeric
@attribute ColorHistogram4 numeric
@attribute ColorHistogram5 numeric
@attribute ColorHistogram6 numeric
@attribute ColorHistogram7 numeric
@attribute ColorHistogram8 numeric
@attribute ColorHistogram9 numeric
@attribute ColorHistogram10 numeric
@attribute ColorHistogram11 numeric
@attribute ColorHistogram12 numeric
@attribute ColorHistogram13 numeric
@attribute ColorHistogram14 numeric
@attribute ColorHistogram15 numeric
@attribute ColorHistogram16 numeric
@attribute ColorHistogram17 numeric
@attribute ColorHistogram18 numeric
@attribute ColorHistogram19 numeric
@attribute ColorHistogram20 numeric
@attribute ColorHistogram21 numeric
@attribute ColorHistogram22 numeric
@attribute ColorHistogram23 numeric
@attribute ColorHistogram24 numeric
@attribute ColorHistogram25 numeric
@attribute ColorHistogram26 numeric
@attribute ColorHistogram27 numeric
@attribute ColorHistogram28 numeric
@attribute ColorHistogram29 numeric
@attribute ColorHistogram30 numeric
@attribute ColorHistogram31 numeric
@attribute ColorHistogram32 numeric
@attribute ColorHistogram33 numeric
@attribute ColorHistogram34 numeric
@attribute ColorHistogram35 numeric
@attribute ColorHistogram36 numeric
@attribute ColorHistogram37 numeric
@attribute ColorHistogram38 numeric
@attribute ColorHistogram39 numeric
@attribute ColorHistogram40 numeric
@attribute ColorHistogram41 numeric
@attribute ColorHistogram42 numeric
@attribute ColorHistogram43 numeric
@attribute ColorHistogram44 numeric
@attribute ColorHistogram45 numeric
@attribute ColorHistogram46 numeric
@attribute ColorHistogram47 numeric
@attribute ColorHistogram48 numeric
@attribute ColorHistogram49 numeric
@attribute ColorHistogram50 numeric
@attribute ColorHistogram51 numeric
@attribute ColorHistogram52 numeric
@attribute ColorHistogram53 numeric
@attribute ColorHistogram54 numeric
@attribute ColorHistogram55 numeric
@attribute ColorHistogram56 numeric
@attribute ColorHistogram57 numeric
@attribute ColorHistogram58 numeric
@attribute ColorHistogram59 numeric
@attribute ColorHistogram60 numeric
@attribute ColorHistogram61 numeric
@attribute ColorHistogram62 numeric
@attribute ColorHistogram63 numeric
@attribute ReferenceColorSimilarity0 numeric
@attribute ReferenceColorSimilarity1 numeric
@attribute ReferenceColorSimilarity2 numeric
@attribute ReferenceColorSimilarity3 numeric
@attribute ReferenceColorSimilarity4 numeric
@attribute ReferenceColorSimilarity5 numeric
@attribute ReferenceColorSimilarity6 numeric
@attribute ReferenceColorSimilarity7 numeric
@attribute ReferenceColorSimilarity8 numeric
@attribute ReferenceColorSimilarity9 numeric
@attribute ReferenceColorSimilarity10 numeric
@attribute ReferenceColorSimilarity11 numeric
@attribute ReferenceColorSimilarity12 numeric
@attribute ReferenceColorSimilarity13 numeric
@attribute ReferenceColorSimilarity14 numeric
@attribute ReferenceColorSimilarity15 numeric
@attribute ReferenceColorSimilarity16 numeric
@attribute ReferenceColorSimilarity17 numeric
@attribute ReferenceColorSimilarity18 numeric
@attribute ReferenceColorSimilarity19 numeric
@attribute ReferenceColorSimilarity20 numeric
@attribute ReferenceColorSimilarity21 numeric
@attribute ReferenceColorSimilarity22 numeric
@attribute ReferenceColorSimilarity23 numeric
@attribute ReferenceColorSimilarity24 numeric
@attribute ReferenceColorSimilarity25 numeric
@attribute ReferenceColorSimilarity26 numeric
@attribute ReferenceColorSimilarity27 numeric
@attribute ReferenceColorSimilarity28 numeric
@attribute ReferenceColorSimilarity29 numeric
@attribute ReferenceColorSimilarity30 numeric
@attribute ReferenceColorSimilarity31 numeric
@attribute ReferenceColorSimilarity32 numeric
@attribute ReferenceColorSimilarity33 numeric
@attribute ReferenceColorSimilarity34 numeric
@attribute ReferenceColorSimilarity35 numeric
@attribute ReferenceColorSimilarity36 numeric
@attribute ReferenceColorSimilarity37 numeric
@attribute ReferenceColorSimilarity38 numeric
@attribute ReferenceColorSimilarity39 numeric
@attribute ReferenceColorSimilarity40 numeric
@attribute ReferenceColorSimilarity41 numeric
@attribute ReferenceColorSimilarity42 numeric
@attribute ReferenceColorSimilarity43 numeric
@attribute ReferenceColorSimilarity44 numeric
@attribute ReferenceColorSimilarity45 numeric
@attribute ReferenceColorSimilarity46 numeric
@attribute ReferenceColorSimilarity47 numeric
@attribute ReferenceColorSimilarity48 numeric
@attribute ReferenceColorSimilarity49 numeric
@attribute ReferenceColorSimilarity50 numeric
@attribute ReferenceColorSimilarity51 numeric
@attribute ReferenceColorSimilarity52 numeric
@attribute ReferenceColorSimilarity53 numeric
@attribute ReferenceColorSimilarity54 numeric
@attribute ReferenceColorSimilarity55 numeric
@attribute ReferenceColorSimilarity56 numeric
@attribute ReferenceColorSimilarity57 numeric
@attribute ReferenceColorSimilarity58 numeric
@attribute ReferenceColorSimilarity59 numeric
@attribute ReferenceColorSimilarity60 numeric
@attribute ReferenceColorSimilarity61 numeric
@attribute ReferenceColorSimilarity62 numeric
@attribute ReferenceColorSimilarity63 numeric
@attribute ReferenceColorSimilarity64 numeric
@attribute ReferenceColorSimilarity65 numeric
@attribute ReferenceColorSimilarity66 numeric
@attribute ReferenceColorSimilarity67 numeric
@attribute ReferenceColorSimilarity68 numeric
@attribute ReferenceColorSimilarity69 numeric
@attribute ReferenceColorSimilarity70 numeric
@attribute ReferenceColorSimilarity71 numeric
@attribute ReferenceColorSimilarity72 numeric
@attribute ReferenceColorSimilarity73 numeric
@attribute ReferenceColorSimilarity74 numeric
@attribute ReferenceColorSimilarity75 numeric
@attribute ReferenceColorSimilarity76 numeric
@attribute class {true,false}

@data

0,2,6,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,2,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,4,6,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.400142,0.298079,0.219656,0.388301,0.388301,0.219656,0.298078,0.167161,0.167161,0.133336,0.054914,0.15532,0.15532,0.054914,0.133336,0.167161,0.07766,0.054914,0.054914,0.07766,0.07766,0.054914,0.054914,0,0.07766,0.054914,0.054914,0.07766,0.07766,0.054914,0.054914,0,0.07766,0.054914,0.054914,0.07766,0.07766,0.054914,0.054914,0,0.808463,0.136305,0,0,0,0.018734,0,0,0,0,0,0,0,0,0,0,0,0.001938,0,0,0,0.033269,0.000323,0,0,0,0.000646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.412898,0.404601,0.401181,0.402974,0.409818,0.421055,0.435547,0.451723,0.467684,0.481384,0.490918,0.494877,0.492668,0.484653,0.472044,0.456619,0.440377,0.425248,0.58076,0.574948,0.572549,0.573799,0.578586,0.586446,0.59658,0.607887,0.619037,0.628602,0.635258,0.638026,0.636494,0.630909,0.622114,0.611343,0.59999,0.589406,0.498949,0.489247,0.485253,0.487327,0.495304,0.508489,0.525654,0.545045,0.564442,0.58132,0.593194,0.598137,0.595327,0.585295,0.56972,0.550938,0.531431,0.513475,0.713469,0.70501,0.701526,0.703278,0.710157,0.721687,0.736987,0.754727,0.773059,0.789595,0.801599,0.806657,0.803679,0.793454,0.778137,0.760316,0.742377,0.72627,0.859925,0.937033,0.884967,0.781937,0.673091,true
0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,7,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,6,0,4,1,0,0,2,6,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.277965,0.049594,0.041094,0.481506,0.582144,0.146553,0.11826,0.05029,0.017691,0.019555,0.016721,0.275398,0.317674,0.044491,0.024658,0.006039,0.084175,0.003968,0.003968,0.173961,0.238362,0.068619,0.045952,0.016086,0.020496,0.011619,0.008785,0.011651,0.011651,0.012753,0.024128,0.016086,0.155604,0.014452,0.011619,0.020496,0.014457,0.020689,0.023523,0.012079,0.350129,0.168605,0,0,0.002907,0.037468,0,0,0,0,0,0,0,0,0,0,0.002907,0.002584,0,0,0.001292,0.423127,0.001938,0,0,0.000646,0.001292,0,0,0,0,0,0,0,0,0,0,0.000646,0,0,0,0,0.00646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.469075,0.464506,0.466871,0.475998,0.491142,0.510968,0.533537,0.55633,0.576384,0.590653,0.596662,0.593297,0.581231,0.562645,0.540472,0.517685,0.496897,0.480189,0.678555,0.674786,0.676727,0.684271,0.696917,0.713738,0.733322,0.753691,0.772246,0.785898,0.791743,0.788347,0.776633,0.759262,0.739305,0.719438,0.701745,0.687761,0.479874,0.475196,0.477577,0.48685,0.502273,0.522506,0.545595,0.568982,0.58963,0.604377,0.610616,0.607156,0.594709,0.57558,0.552826,0.529504,0.508267,0.491216,0.696802,0.692757,0.694713,0.702581,0.715885,0.733722,0.754697,0.776799,0.797273,0.812643,0.81938,0.815566,0.80238,0.783182,0.761506,0.740202,0.721381,0.706563,0.680806,0.787606,0.884355,0.917844,0.843615,true
0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,1,0,4,0,0,1,0,7,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.227758,0.249307,0.265246,0.339615,0.373346,0.281071,0.288983,0.162981,0.145818,0.164623,0.188475,0.282377,0.299242,0.21855,0.194698,0.084329,0,0,0,0,0,0,0,0,0.057238,0.032447,0.024534,0.032537,0.032537,0.035615,0.067379,0.044921,0.024701,0.052237,0.052237,0.024701,0.041567,0.026906,0.026906,0.033731,0.132752,0.276163,0,0,0,0.08624,0,0,0,0,0,0,0,0,0,0,0,0.000646,0,0,0,0.060724,0.182494,0,0,0,0.239018,0,0,0,0,0,0,0,0,0,0,0,0.002907,0,0,0,0.014535,0.000323,0,0,0,0.001938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002261,0.601347,0.582062,0.545986,0.503072,0.460046,0.421161,0.389216,0.366056,0.352812,0.350058,0.357966,0.376253,0.404087,0.440008,0.481739,0.525786,0.566586,0.595285,0.707001,0.696268,0.674852,0.648,0.620136,0.594438,0.573091,0.557543,0.548633,0.546664,0.551865,0.564078,0.582663,0.606477,0.633743,0.6618,0.686756,0.703449,0.699811,0.666478,0.616423,0.563928,0.514541,0.47141,0.436667,0.411773,0.397641,0.394747,0.403223,0.422828,0.452898,0.492297,0.539315,0.591424,0.644449,0.688964,0.840829,0.815905,0.778533,0.739489,0.703001,0.671376,0.646101,0.628127,0.617989,0.615911,0.621962,0.636,0.657627,0.686157,0.720513,0.759012,0.798708,0.832465,0.70258,0.776322,0.816908,0.772833,0.690344,true
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,6,3,7,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5,2,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,0,0,0,0.301538,0.126348,0.115053,0.502374,0.570965,0.190821,0.139129,0.04944,0.064266,0.073333,0.073268,0.188952,0.179377,0.049903,0.036427,0.012751,0.077847,0.001573,0.001573,0.177936,0.240174,0.063799,0.045863,0.012751,0.018472,0.013929,0.018421,0.094773,0.110701,0.067909,0.049876,0.01915,0.140952,0.037514,0.021792,0.040714,0.040714,0.00921,0.006964,0.004788,0.974483,0.000969,0,0,0.003876,0.001292,0,0,0,0,0,0,0,0,0,0,0.000646,0,0,0,0.004199,0.014535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.346047,0.328024,0.323611,0.333088,0.355904,0.390636,0.434889,0.485091,0.536161,0.58114,0.611388,0.619011,0.601779,0.564898,0.516922,0.465757,0.417491,0.376551,0.539172,0.526484,0.523413,0.530165,0.546347,0.570947,0.602247,0.637671,0.67354,0.704835,0.725511,0.730406,0.71831,0.692697,0.659249,0.623409,0.58949,0.560665,0.393791,0.37427,0.369442,0.379558,0.404126,0.441886,0.490724,0.547466,0.607464,0.663715,0.705192,0.716624,0.692169,0.643876,0.585514,0.526268,0.472087,0.427003,0.60907,0.594053,0.590338,0.598073,0.616975,0.646315,0.684888,0.73091,0.7817,0.832722,0.874505,0.886748,0.859928,0.813594,0.762584,0.713553,0.670162,0.634794,0.716662,0.780967,0.804908,0.767906,0.687957,true
0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,6,5,1,0,1,0,0,1,0,0,0,0,0,1,1,0,2,3,0,5,0,0,1,1,7,4,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,3,1,4,2,0,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0.241892,0.060823,0.087952,0.530763,0.551948,0.115667,0.06133,0.017348,0.005373,0.003799,0.003799,0.005373,0.005373,0.003799,0.003799,0,0.145484,0.004613,0.0019,0.005373,0.005373,0.0019,0.004613,0.005783,0.005783,0.010312,0.015738,0.261825,0.300358,0.055391,0.025509,0.005783,0.085253,0.042099,0.066515,0.258192,0.240844,0.054577,0.027409,0.005783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.085917,0.205103,0,0,0,0.154393,0,0,0,0,0.000646,0,0,0,0,0,0,0.00323,0,0,0,0.395995,0.056202,0,0,0,0.030362,0,0,0,0,0,0,0,0,0,0,0.005168,0.022287,0,0,0,0.040698,0.526911,0.543034,0.550951,0.549442,0.539188,0.522244,0.501298,0.479088,0.458085,0.440365,0.427565,0.420853,0.42089,0.427793,0.441105,0.459753,0.482005,0.505426,0.694335,0.708026,0.714438,0.712537,0.703429,0.689247,0.672337,0.654841,0.638559,0.624953,0.615174,0.610049,0.610058,0.615305,0.625504,0.639957,0.657501,0.67643,0.584744,0.602901,0.612,0.610511,0.599206,0.580514,0.557534,0.533312,0.510502,0.491282,0.477362,0.469963,0.46979,0.476994,0.491137,0.511147,0.535253,0.560904,0.788655,0.807694,0.817327,0.815242,0.803092,0.784488,0.762947,0.741214,0.721301,0.704714,0.692687,0.686155,0.685671,0.691405,0.703129,0.720194,0.741467,0.765189,0.765644,0.853056,0.870305,0.829113,0.743756,true
2,4,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0,1,0,1,1,0,1,0,0,0,3,0,1,5,0,1,0,0,0,1,6,1,1,0,1,1,0,0,1,0,0,0,0,0,2,0,0,2,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.422796,0.134114,0.122616,0.532152,0.511017,0.097262,0.081223,0.042224,0.164581,0.087655,0.06701,0.157078,0.135943,0.036853,0.029993,0.008107,0.063745,0.010292,0.012578,0.199948,0.204822,0.021269,0.018983,0.009748,0.122272,0.006404,0.013264,0.084814,0.092922,0.030448,0.023556,0.019495,0.072198,0.029763,0.029763,0.090312,0.077331,0.008691,0.008691,0.004874,0.438953,0.012274,0,0,0.000969,0.010982,0,0,0,0,0.001938,0,0,0,0,0,0.00323,0.00969,0,0,0.000323,0.189276,0.122416,0,0,0.001292,0.100775,0,0,0,0.000323,0.001615,0,0,0,0,0,0.008075,0.031977,0,0,0.000323,0.041667,0,0,0,0.000323,0.003876,0,0,0,0,0,0,0,0,0,0,0.00323,0.000323,0,0,0,0.01615,0.384156,0.377109,0.37692,0.383642,0.396868,0.415679,0.43858,0.463435,0.4874,0.506955,0.518314,0.518649,0.507769,0.488356,0.464348,0.43943,0.416482,0.397584,0.558944,0.554251,0.554151,0.558686,0.567565,0.580118,0.595266,0.611495,0.62686,0.639101,0.646002,0.646078,0.639276,0.627051,0.61168,0.595484,0.580399,0.567879,0.459726,0.451802,0.451532,0.459011,0.473921,0.495457,0.522246,0.552244,0.582529,0.608915,0.625593,0.626394,0.61053,0.584043,0.553446,0.523269,0.496447,0.474863,0.675301,0.669267,0.668889,0.6744,0.685716,0.702369,0.723459,0.74758,0.772636,0.795311,0.810099,0.810612,0.795912,0.772687,0.747304,0.723353,0.702772,0.68659,0.799255,0.862429,0.851184,0.764775,0.664227,true
0,3,1,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,3,0,0,2,3,1,4,4,0,5,1,0,1,0,0,0,1,0,0,0,0,0,2,6,1,0,0,0,5,1,2,3,0,2,1,0,1,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.360934,0.14386,0.155483,0.419845,0.545738,0.251771,0.151351,0.057454,0.043749,0.038568,0.050191,0.121752,0.132737,0.05168,0.043968,0.024657,0.12659,0.028156,0.04358,0.094553,0.121897,0.082638,0.074982,0.032797,0.022911,0.0216,0.029312,0.192085,0.279649,0.106653,0.0216,0,0.167685,0.055536,0.0324,0.011455,0.011455,0.0108,0.0108,0,0.522933,0.006783,0,0,0,0.022933,0,0,0,0.000646,0,0,0,0,0,0,0.019703,0.010336,0,0,0.000646,0.4073,0.000646,0,0,0.002907,0.003876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.483134,0.474307,0.470218,0.4713,0.477498,0.488265,0.502553,0.518844,0.535222,0.549538,0.559732,0.56426,0.562477,0.554777,0.542424,0.527197,0.511039,0.49581,0.682828,0.675568,0.672136,0.672876,0.677772,0.686434,0.698092,0.711592,0.725399,0.737668,0.746494,0.750404,0.748816,0.742183,0.731727,0.71903,0.705702,0.693212,0.510068,0.500757,0.496478,0.497669,0.504279,0.515748,0.531004,0.548471,0.566117,0.581616,0.592676,0.597543,0.595487,0.586989,0.573512,0.557052,0.539726,0.523501,0.72822,0.719784,0.71588,0.716855,0.7227,0.733047,0.747143,0.763796,0.781297,0.797352,0.809204,0.814342,0.811725,0.802313,0.788278,0.771995,0.755516,0.740481,0.719709,0.826601,0.91526,0.907053,0.81609,true
0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.45775,0.196382,0.165106,0.404633,0.447663,0.202697,0.192838,0.134696,0.10234,0.101503,0.089774,0.218651,0.260279,0.091608,0.044608,0.015265,0.043768,0.017401,0.029186,0.124792,0.12343,0.042625,0.046563,0.019431,0.178,0.043235,0.019749,0.031268,0.031268,0.025224,0.054546,0.066667,0.133642,0.034244,0.026396,0.029922,0.032687,0.043239,0.047121,0.033334,0.945736,0.004845,0,0,0.011628,0.017442,0,0,0,0,0,0,0,0,0,0,0.004199,0.000969,0,0,0.003876,0.011305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.416374,0.410727,0.408004,0.408585,0.412502,0.419405,0.428558,0.438875,0.449014,0.45758,0.463393,0.465711,0.464346,0.459631,0.452286,0.443252,0.433567,0.424277,0.576539,0.572751,0.57101,0.571568,0.574435,0.579354,0.585798,0.592994,0.599999,0.605843,0.60972,0.61114,0.610003,0.606569,0.601358,0.595032,0.588314,0.581923,0.509966,0.503053,0.499546,0.499937,0.504318,0.512347,0.523226,0.535718,0.548195,0.558837,0.566099,0.568998,0.567333,0.561615,0.5528,0.542043,0.53054,0.519471,0.718704,0.712678,0.70958,0.709883,0.713722,0.720877,0.730755,0.742347,0.754148,0.764151,0.770678,0.772628,0.770168,0.764237,0.755948,0.746359,0.736399,0.726901,0.869526,0.920257,0.86741,0.765891,0.657483,true
